tag,raw_text,tokens,ch_count
None-of-the-above,Avangaluku pudichi erukku avanga andha relationship la erukanga I'm whish the judgement happy ah erunga lgbt,"['avangaluku', 'pudichi', 'erukku', 'avanga', 'andha', 'relationship', 'la', 'erukanga', 'i', ""'"", 'm', 'whish', 'the', 'judgement', 'happy', 'ah', 'erunga', 'lgbt']",18
Transphobic,Venkat Raman ; 9 punda jinjuk poda vanthutan,"['venkat', 'raman', ';', '9', 'punda', 'jinjuk', 'poda', 'vanthutan']",8
None-of-the-above,Mohamed Ashif  dei nadikkatha da avanga ponnunu theriyatha unakku😬,"['mohamed', 'ashif', 'dei', 'nadikkatha', 'da', 'avanga', 'ponnunu', 'theriyatha', 'unakku']",9
None-of-the-above,Remba happy ya irukom buddy ❤,"['remba', 'happy', 'ya', 'irukom', 'buddy']",5
Homophobia,Chi gay ya vekkamailla namma tamil kalachcharan ennavuradu nootrandukalukku melana unbadhmana nahareeham,"['chi', 'gay', 'ya', 'vekkamailla', 'namma', 'tamil', 'kalachcharan', 'ennavuradu', 'nootrandukalukku', 'melana', 'unbadhmana', 'nahareeham']",12
None-of-the-above,Deivam Namala tha vachu seiuthu🤕🤕🤕 deivam nindru kollum nu sollerkanga. Papom,"['deivam', 'namala', 'tha', 'vachu', 'seiuthu', 'deivam', 'nindru', 'kollum', 'nu', 'sollerkanga', '.', 'papom']",12
Misandry,H Raja neethanda  thasi mahan,"['h', 'raja', 'neethanda', 'thasi', 'mahan']",5
Xenophobia,Bro eallarukume therium chaina tha karanam WHO marikumo sandegama iruku,"['bro', 'eallarukume', 'therium', 'chaina', 'tha', 'karanam', 'who', 'marikumo', 'sandegama', 'iruku']",10
Hope-Speech,Poittu poranga vidunga thambi... Nalla manasuku nallathu thaane nadakkum so kavalai vidunga jolly uh irunga,"['poittu', 'poranga', 'vidunga', 'thambi', '......', 'nalla', 'manasuku', 'nallathu', 'thaane', 'nadakkum', 'so', 'kavalai', 'vidunga', 'jolly', 'uh', 'irunga']",16
None-of-the-above,Sis uga melaa thani mariyatha vanthuruchu😘😘😘😘🙏,"['sis', 'uga', 'melaa', 'thani', 'mariyatha', 'vanthuruchu']",6
Counter-speech,Dai pachai Satta ivlo pesraye school sekkumbothe jathi sandrithazh venumnu kekranga appo atha Enna pannalam....,"['dai', 'pachai', 'satta', 'ivlo', 'pesraye', 'school', 'sekkumbothe', 'jathi', 'sandrithazh', 'venumnu', 'kekranga', 'appo', 'atha', 'enna', 'pannalam', '......']",16
Xenophobia,World erukara ella nadukalum sernthu attak panni pottu thallanum china va,"['world', 'erukara', 'ella', 'nadukalum', 'sernthu', 'attak', 'panni', 'pottu', 'thallanum', 'china', 'va']",11
Xenophobia,Rafeeq Samreen Rafeeq Samreen  madha Veri hindukkal pifithirunthaal nee ingu irunthirukka maattai naangal anaithu madha nambikkaihalayum mathippavarkal aahayalthaan ingu Muslim population percentage um christian percentage um eruhirathu athay purinthukol pakistanil ivvaru nadakuma moodane,"['rafeeq', 'samreen', 'rafeeq', 'samreen', 'madha', 'veri', 'hindukkal', 'pifithirunthaal', 'nee', 'ingu', 'irunthirukka', 'maattai', 'naangal', 'anaithu', 'madha', 'nambikkaihalayum', 'mathippavarkal', 'aahayalthaan', 'ingu', 'muslim', 'population', 'percentage', 'um', 'christian', 'percentage', 'um', 'eruhirathu', 'athay', 'purinthukol', 'pakistanil', 'ivvaru', 'nadakuma', 'moodane']",33
None-of-the-above,Sakthiveel Leelavathi  I am thirupur,"['sakthiveel', 'leelavathi', 'i', 'am', 'thirupur']",5
None-of-the-above,Muffadal Jawad yes.. Ur number,"['muffadal', 'jawad', 'yes', '......', 'ur', 'number']",6
None-of-the-above,A curtain to hide desires !,"['a', 'curtain', 'to', 'hide', 'desires', '!']",6
None-of-the-above,yov video podda fulla potunga Ilana podathinga,"['yov', 'video', 'podda', 'fulla', 'potunga', 'ilana', 'podathinga']",7
None-of-the-above,Ggg niga great gg  I'm so feel  but  full fell,"['ggg', 'niga', 'great', 'gg', 'i', ""'"", 'm', 'so', 'feel', 'but', 'full', 'fell']",12
Transphobic,Ithumari alungala sumava thali vekuranga. ......,"['ithumari', 'alungala', 'sumava', 'thali', 'vekuranga', '......']",6
Misandry,Thoomaiyan is a thevidiya paiyan,"['thoomaiyan', 'is', 'a', 'thevidiya', 'paiyan']",5
Misandry,KAVI PERARSU THERIYA VILLAI YENRAAL  TAMILNADU IRUKKA LAAYAKKILLAADAVAN NEE.,"['kavi', 'perarsu', 'theriya', 'villai', 'yenraal', 'tamilnadu', 'irukka', 'laayakkillaadavan', 'nee', '.']",10
None-of-the-above,Pavam akka neega  🤝rompa alagairukinga akka🤝👌,"['pavam', 'akka', 'neega', 'rompa', 'alagairukinga', 'akka']",6
Counter-speech,Purushana thana marriage pani irukanga.. Apo Avanga mattum than venum.. Summa lam yentha ponum yellaraiyum venamnu sola Maatta.. Neenga yethana panama Irunga.. Avanga life ah vaazha vittale pothum..,"['purushana', 'thana', 'marriage', 'pani', 'irukanga', '......', 'apo', 'avanga', 'mattum', 'than', 'venum', '......', 'summa', 'lam', 'yentha', 'ponum', 'yellaraiyum', 'venamnu', 'sola', 'maatta', '......', 'neenga', 'yethana', 'panama', 'irunga', '......', 'avanga', 'life', 'ah', 'vaazha', 'vittale', 'pothum', '......']",33
None-of-the-above,🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏💐anna manaivien arumai puriyadha aangaluku  ungalin pechu oru vudharanamaga amaiyattum🙏,"['anna', 'manaivien', 'arumai', 'puriyadha', 'aangaluku', 'ungalin', 'pechu', 'oru', 'vudharanamaga', 'amaiyattum']",10
Counter-speech,Sriya sonninga bro.. daiy overa peasathanga antha nilamaikku neenga vantha eanna pannuvinga... nalla karuththu solladiyum paravalla solravangala kelvi keatkama irunga...,"['sriya', 'sonninga', 'bro', '......', 'daiy', 'overa', 'peasathanga', 'antha', 'nilamaikku', 'neenga', 'vantha', 'eanna', 'pannuvinga', '......', 'nalla', 'karuththu', 'solladiyum', 'paravalla', 'solravangala', 'kelvi', 'keatkama', 'irunga', '......']",23
None-of-the-above,Paari pls start a YouTube,"['paari', 'pls', 'start', 'a', 'youtube']",5
None-of-the-above,Dai romba mosam da nenga dai..,"['dai', 'romba', 'mosam', 'da', 'nenga', 'dai', '......']",7
None-of-the-above,Naa karungal Patti juice kada veedhi,"['naa', 'karungal', 'patti', 'juice', 'kada', 'veedhi']",6
Counter-speech,Just keataga atho avangaloda asa amma appa ta keataga mudija kuduka poranga illa na illa intha ulagathulaiea ponnuga avanga asa patatha keakura orea idam porantha veedu matum tha avangalukum therium nama amma appa vala itha sèiyamudiuma mudiyathanu,"['just', 'keataga', 'atho', 'avangaloda', 'asa', 'amma', 'appa', 'ta', 'keataga', 'mudija', 'kuduka', 'poranga', 'illa', 'na', 'illa', 'intha', 'ulagathulaiea', 'ponnuga', 'avanga', 'asa', 'patatha', 'keakura', 'orea', 'idam', 'porantha', 'veedu', 'matum', 'tha', 'avangalukum', 'therium', 'nama', 'amma', 'appa', 'vala', 'itha', 'sèiyamudiuma', 'mudiyathanu']",37
None-of-the-above,MÙĶHÍĹÅÑ ĶŚĶ  enna job sis,"['mùķhíĺåñ', 'ķśķ', 'enna', 'job', 'sis']",5
None-of-the-above,Super anna    all thirunangkai Akka ammaukkum ennudaiya👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏👌👌👌👌👌👌,"['super', 'anna', 'all', 'thirunangkai', 'akka', 'ammaukkum', 'ennudaiya']",7
None-of-the-above,Boss appadithe varuvangu  kadesiya  beram  pesiruvangu,"['boss', 'appadithe', 'varuvangu', 'kadesiya', 'beram', 'pesiruvangu']",6
None-of-the-above,U mobile number sent bro,"['u', 'mobile', 'number', 'sent', 'bro']",5
None-of-the-above,Selvam Mking  me too,"['selvam', 'mking', 'me', 'too']",4
None-of-the-above,oru vengayamum puriyala ethu pathi pesuranga me😏😏😏😏,"['oru', 'vengayamum', 'puriyala', 'ethu', 'pathi', 'pesuranga', 'me']",7
None-of-the-above,Ithu prank illa ennaiya aaluhavaikkum short flim😭😭😭😭😭😭😭😭,"['ithu', 'prank', 'illa', 'ennaiya', 'aaluhavaikkum', 'short', 'flim']",7
None-of-the-above,Neenga ethinayavathu varaikum padichu irukinga nu therinchukalam ah,"['neenga', 'ethinayavathu', 'varaikum', 'padichu', 'irukinga', 'nu', 'therinchukalam', 'ah']",8
None-of-the-above,Hii U like homosexual dear,"['hii', 'u', 'like', 'homosexual', 'dear']",5
None-of-the-above,like me Love me  ohoo,"['like', 'me', 'love', 'me', 'ohoo']",5
Misogyny,Evlo pesuringa appa maplaiku mattum veedu eruka car eruka nu enna pu--- u  kekringa ddddd,"['evlo', 'pesuringa', 'appa', 'maplaiku', 'mattum', 'veedu', 'eruka', 'car', 'eruka', 'nu', 'enna', 'pu', '-', '-', '-', 'u', 'kekringa', 'ddddd']",18
Hope-Speech,kandipa neega sonna maathi yaarum therinji vaynumtay pandra thu illa avunga manasu ku pudichi vaazhraaga yenna poratha varaikum thappu illa in future india accept pannikum i think,"['kandipa', 'neega', 'sonna', 'maathi', 'yaarum', 'therinji', 'vaynumtay', 'pandra', 'thu', 'illa', 'avunga', 'manasu', 'ku', 'pudichi', 'vaazhraaga', 'yenna', 'poratha', 'varaikum', 'thappu', 'illa', 'in', 'future', 'india', 'accept', 'pannikum', 'i', 'think']",27
None-of-the-above,unmaya  intha manasukku kudukkalanda   oru   stand salute,"['unmaya', 'intha', 'manasukku', 'kudukkalanda', 'oru', 'stand', 'salute']",7
None-of-the-above,I love you baby 😘,"['i', 'love', 'you', 'baby']",4
None-of-the-above,Yei muttal...nerya nana vidava kevalam nadakkuthu,"['yei', 'muttal', '......', 'nerya', 'nana', 'vidava', 'kevalam', 'nadakkuthu']",8
None-of-the-above,Neenga news reader palayapati vanthu Ella political debate kalanthukitu best meadia personality ...........varanum,"['neenga', 'news', 'reader', 'palayapati', 'vanthu', 'ella', 'political', 'debate', 'kalanthukitu', 'best', 'meadia', 'personality', '......', 'varanum']",14
None-of-the-above,Poovarasu Poovarasu  pon namer sent,"['poovarasu', 'poovarasu', 'pon', 'namer', 'sent']",5
Misandry,dai Echa koothi Nee Sori pudichi cheell vanthu kevalama Savada Panniku🐗🐷🐖🐽 porantha kazlutha 🐴🐴🐽Vaya..,"['dai', 'echa', 'koothi', 'nee', 'sori', 'pudichi', 'cheell', 'vanthu', 'kevalama', 'savada', 'panniku', 'porantha', 'kazlutha', 'vaya', '......']",15
None-of-the-above,Ya ur right pasanum pasunadha awareness varum,"['ya', 'ur', 'right', 'pasanum', 'pasunadha', 'awareness', 'varum']",7
None-of-the-above,Indha video va Partha udaney ethana peruku ungalaiye ariyama kaneer vandhuchii...😩😩😩,"['indha', 'video', 'va', 'partha', 'udaney', 'ethana', 'peruku', 'ungalaiye', 'ariyama', 'kaneer', 'vandhuchii', '......']",12
Misandry,siva selvaraj  anniya Basla vaju othu eruganga,"['siva', 'selvaraj', 'anniya', 'basla', 'vaju', 'othu', 'eruganga']",7
Counter-speech,தமிழர் - Belongs to Tamil stock  inathin adipadai adayalame moli dha nanba...adhuve teriyama oru payanum Ila....neenga solradha ungaluke pilaya teriyalaya,"['தமிழர்', '-', 'belongs', 'to', 'tamil', 'stock', 'inathin', 'adipadai', 'adayalame', 'moli', 'dha', 'nanba', '......', 'adhuve', 'teriyama', 'oru', 'payanum', 'ila', '......', 'neenga', 'solradha', 'ungaluke', 'pilaya', 'teriyalaya']",24
None-of-the-above,Anbu S Anbu  oru pakki kooda pondati pecha ketkathu pola nu sonneenga athuku than smile,"['anbu', 's', 'anbu', 'oru', 'pakki', 'kooda', 'pondati', 'pecha', 'ketkathu', 'pola', 'nu', 'sonneenga', 'athuku', 'than', 'smile']",15
None-of-the-above,Aiyoo samy mudiuyala   yean da yean  ipadi  plz viduinga,"['aiyoo', 'samy', 'mudiuyala', 'yean', 'da', 'yean', 'ipadi', 'plz', 'viduinga']",9
None-of-the-above,Unga alavuku kevalamanavanga kedaiyathunnu otumotha samuthaiyathaiyae kurasollura manobavam....sari alla,"['unga', 'alavuku', 'kevalamanavanga', 'kedaiyathunnu', 'otumotha', 'samuthaiyathaiyae', 'kurasollura', 'manobavam', '......', 'sari', 'alla']",11
Transphobic,Appa samy intha ombothu interview ellam upload panathiga pa chinna pasanga ellam kettupoividuvanga,"['appa', 'samy', 'intha', 'ombothu', 'interview', 'ellam', 'upload', 'panathiga', 'pa', 'chinna', 'pasanga', 'ellam', 'kettupoividuvanga']",13
None-of-the-above,Yen da entha saathi veri ungaluku...,"['yen', 'da', 'entha', 'saathi', 'veri', 'ungaluku', '......']",7
None-of-the-above,Saapude koodatha yean bro 😕😕 plss solle mudiyuma🙏🙏,"['saapude', 'koodatha', 'yean', 'bro', 'plss', 'solle', 'mudiyuma']",7
None-of-the-above,Sattathin mel Irukkum mariyathayai Arasum Sila Arasiyal Vaathigalam Koraithu kondirukkirargal,"['sattathin', 'mel', 'irukkum', 'mariyathayai', 'arasum', 'sila', 'arasiyal', 'vaathigalam', 'koraithu', 'kondirukkirargal']",10
Misandry,Adaaa potaaaa HIV rajaaa oungaa amma dhaa prsavam pathurupaaaa,"['adaaa', 'potaaaa', 'hiv', 'rajaaa', 'oungaa', 'amma', 'dhaa', 'prsavam', 'pathurupaaaa']",9
None-of-the-above,Azhudhutan da🥺🥺😥😭😭; .; Hats of that akka♥️♥️🥰🥰🥰♥️🥰,"['azhudhutan', 'da', ';', '.', ';', 'hats', 'of', 'that', 'akka']",9
None-of-the-above,Makkale idhil ungalukku yenna puriyudhu; BJP i adharital yenna vendumanal saiyalam yerum ungalukku nerunga mudiyadhu.indirect message from BJP,"['makkale', 'idhil', 'ungalukku', 'yenna', 'puriyudhu', ';', 'bjp', 'i', 'adharital', 'yenna', 'vendumanal', 'saiyalam', 'yerum', 'ungalukku', 'nerunga', 'mudiyadhu', '.', 'indirect', 'message', 'from', 'bjp']",21
None-of-the-above,raj. rajesh  hi sir soluga,"['raj', '.', 'rajesh', 'hi', 'sir', 'soluga']",6
Misandry,thevitiya mavane engala patri enda pesura punta mavane seruppu piyum,"['thevitiya', 'mavane', 'engala', 'patri', 'enda', 'pesura', 'punta', 'mavane', 'seruppu', 'piyum']",10
Homophobia,Lusunnga.....ithu oru law va....anga irukarvanga othukita ...paithyakara sattam. Suma Mike kedaicha pesa kudathu. Idiots.,"['lusunnga', '......', 'ithu', 'oru', 'law', 'va', '......', 'anga', 'irukarvanga', 'othukita', '......', 'paithyakara', 'sattam', '.', 'suma', 'mike', 'kedaicha', 'pesa', 'kudathu', '.', 'idiots', '.']",22
Misandry,Gay relationship pa atharikkira nayungala thevi pasangala,"['gay', 'relationship', 'pa', 'atharikkira', 'nayungala', 'thevi', 'pasangala']",7
None-of-the-above,H raja sir always good humanbeings,"['h', 'raja', 'sir', 'always', 'good', 'humanbeings']",6
None-of-the-above,siraj raja  hi bro u from,"['siraj', 'raja', 'hi', 'bro', 'u', 'from']",6
None-of-the-above,Solar nala then irukum.but natural ah ithula niraya Peru physical contact ka than maaruranga,"['solar', 'nala', 'then', 'irukum', '.', 'but', 'natural', 'ah', 'ithula', 'niraya', 'peru', 'physical', 'contact', 'ka', 'than', 'maaruranga']",16
Hope-Speech,Andhe Ammavukku Oru Hats Off ; Super Super,"['andhe', 'ammavukku', 'oru', 'hats', 'off', ';', 'super', 'super']",8
None-of-the-above,Gay ah iruntha enna illa na enna ........atha therinju enna panna poringa 😏😏,"['gay', 'ah', 'iruntha', 'enna', 'illa', 'na', 'enna', '......', 'atha', 'therinju', 'enna', 'panna', 'poringa']",13
None-of-the-above,Un alagu un manasu dhan sennilla,"['un', 'alagu', 'un', 'manasu', 'dhan', 'sennilla']",6
None-of-the-above,Talk about dravida porukkis vakramuthu,"['talk', 'about', 'dravida', 'porukkis', 'vakramuthu']",5
None-of-the-above,White Saree Amma  365 sarees security ka ma ? Flight la irundhu erangi vandhu mandabathuku Poona ungaluku enna ma life la  security kedaikuthu .,"['white', 'saree', 'amma', '365', 'sarees', 'security', 'ka', 'ma', '?', 'flight', 'la', 'irundhu', 'erangi', 'vandhu', 'mandabathuku', 'poona', 'ungaluku', 'enna', 'ma', 'life', 'la', 'security', 'kedaikuthu', '.']",24
None-of-the-above,teleportations pathi solunga .. idhu unmaya poiya ?,"['teleportations', 'pathi', 'solunga', '......', 'idhu', 'unmaya', 'poiya', '?']",8
None-of-the-above,That make up man friend makeupyeshu va?,"['that', 'make', 'up', 'man', 'friend', 'makeupyeshu', 'va', '?']",8
None-of-the-above,I juz luv ur attitude malini; ... In luv wid u....😘😍,"['i', 'juz', 'luv', 'ur', 'attitude', 'malini', ';', '......', 'in', 'luv', 'wid', 'u', '......']",13
None-of-the-above,Suraj Ignitius  u r number kudu dear,"['suraj', 'ignitius', 'u', 'r', 'number', 'kudu', 'dear']",7
Counter-speech,Naa drawing nalla pannuven.. makeup la romba interest and dance poven..aprama naa alangaram koviluku senjitu irundhen ippa naa transgender ah irukuradhala yarume yenna kupda mandukanga romba kashtama iruku ... Naa idhanalaye 26 thadava susaide try panniten but andha kadavul yen uyira yedukala ... Yenakunu oru nalla job irundha naa kandipa vazhuven .. Oru veetu vela senji kooda naa vazha aasai paduren ... Pls yen thiramaya yennala veliya kondu vara mudila yarume yenaku support panna illa... But I really hate this life ... Pls help me ... Naa pitchai yedukavo sex work pannavo virumbala.. Naa yedhachum vela senji vazhanumnudhan aasa padurenga ... Idhe maari niraya Thirunangai avanga talent ah vilipaduthama irupanga avangalukum help pannunga .. Yengaluku oru nalla work kodunga naanga nalla senji kodupom.. Promise pls support sir and mam... This my small request... Yedhum thappa type pannirundha I really very sry.... By harini priya thirunelveli....,"['naa', 'drawing', 'nalla', 'pannuven', '......', 'makeup', 'la', 'romba', 'interest', 'and', 'dance', 'poven', '......', 'aprama', 'naa', 'alangaram', 'koviluku', 'senjitu', 'irundhen', 'ippa', 'naa', 'transgender', 'ah', 'irukuradhala', 'yarume', 'yenna', 'kupda', 'mandukanga', 'romba', 'kashtama', 'iruku', '......', 'naa', 'idhanalaye', '26', 'thadava', 'susaide', 'try', 'panniten', 'but', 'andha', 'kadavul', 'yen', 'uyira', 'yedukala', '......', 'yenakunu', 'oru', 'nalla', 'job', 'irundha', 'naa', 'kandipa', 'vazhuven', '......', 'oru', 'veetu', 'vela', 'senji', 'kooda', 'naa', 'vazha', 'aasai', 'paduren', '......', 'pls', 'yen', 'thiramaya', 'yennala', 'veliya', 'kondu', 'vara', 'mudila', 'yarume', 'yenaku', 'support', 'panna', 'illa', '......', 'but', 'i', 'really', 'hate', 'this', 'life', '......', 'pls', 'help', 'me', '......', 'naa', 'pitchai', 'yedukavo', 'sex', 'work', 'pannavo', 'virumbala', '......', 'naa', 'yedhachum', 'vela', 'senji', 'vazhanumnudhan', 'aasa', 'padurenga', '......', 'idhe', 'maari', 'niraya', 'thirunangai', 'avanga', 'talent', 'ah', 'vilipaduthama', 'irupanga', 'avangalukum', 'help', 'pannunga', '......', 'yengaluku', 'oru', 'nalla', 'work', 'kodunga', 'naanga', 'nalla', 'senji', 'kodupom', '......', 'promise', 'pls', 'support', 'sir', 'and', 'mam', '......', 'this', 'my', 'small', 'request', '......', 'yedhum', 'thappa', 'type', 'pannirundha', 'i', 'really', 'very', 'sry', '......', 'by', 'harini', 'priya', 'thirunelveli', '......']",155
None-of-the-above,Bro ivalo nal subscribe panniten nenacha patha pannala todaytha panna,"['bro', 'ivalo', 'nal', 'subscribe', 'panniten', 'nenacha', 'patha', 'pannala', 'todaytha', 'panna']",10
None-of-the-above,Anna nengalum salem maa entha area anna??,"['anna', 'nengalum', 'salem', 'maa', 'entha', 'area', 'anna', '?', '?']",9
Xenophobia,China  nattai vada korio Edam  solli alikka sollavum,"['china', 'nattai', 'vada', 'korio', 'edam', 'solli', 'alikka', 'sollavum']",8
Misogyny,Gh Wb  night la in pondatti ya anuppi Vai...Ava pundaya kilichi anupiren,"['gh', 'wb', 'night', 'la', 'in', 'pondatti', 'ya', 'anuppi', 'vai', '......', 'ava', 'pundaya', 'kilichi', 'anupiren']",14
None-of-the-above,Bro Avakka Ella romba nallavaka bro 🤝,"['bro', 'avakka', 'ella', 'romba', 'nallavaka', 'bro']",6
None-of-the-above,yuva raj  mail me your details and contact to ptn_rajan1980yahoo.com,"['yuva', 'raj', 'mail', 'me', 'your', 'details', 'and', 'contact', 'to', 'ptn', '_', 'rajan1980yahoo', '.', 'com']",14
None-of-the-above,Rajesh R  insta LA irukiya nee,"['rajesh', 'r', 'insta', 'la', 'irukiya', 'nee']",6
None-of-the-above,Ivlo pattum pinbu epdi bjp ku Ottu potiganu tha onnum purila enaku,"['ivlo', 'pattum', 'pinbu', 'epdi', 'bjp', 'ku', 'ottu', 'potiganu', 'tha', 'onnum', 'purila', 'enaku']",12
Misandry,DEI badu adutha 10 yrs ungalukku veikiromda kada,"['dei', 'badu', 'adutha', '10', 'yrs', 'ungalukku', 'veikiromda', 'kada']",8
None-of-the-above,Anna spr vera leval anna part 2 poduga anna all tha best anna,"['anna', 'spr', 'vera', 'leval', 'anna', 'part', '2', 'poduga', 'anna', 'all', 'tha', 'best', 'anna']",13
